date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:40	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:28%20GMT	https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.175.delayed	(from https://hagiangopentour.com/tour-o-to-tu-lai-caravan-ha-giang.html)
10:15:41	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.176.delayed	(from https://hagiangopentour.com/tour-o-to-tu-lai-caravan-ha-giang.html)
10:15:41	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:29%20GMT	https://hagiangopentour.com/chinh-sach-bao-mat.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-bao-mat.html	(from https://hagiangopentour.com/tour-o-to-tu-lai-caravan-ha-giang.html)
10:15:42	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:30%20GMT	https://hagiangopentour.com/hinh-thuc-thanh-toan.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/hinh-thuc-thanh-toan.html	(from https://hagiangopentour.com/tour-o-to-tu-lai-caravan-ha-giang.html)
10:15:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:31%20GMT	https://hagiangopentour.com/chinh-sach-dat-huy-ve.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-dat-huy-ve.html	(from https://hagiangopentour.com/tour-o-to-tu-lai-caravan-ha-giang.html)
10:15:44	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:32%20GMT	https://hagiangopentour.com/kinh-nghiem-du-lich.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/kinh-nghiem-du-lich.html	(from https://hagiangopentour.com/tour-o-to-tu-lai-caravan-ha-giang.html)
10:15:45	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:33%20GMT	https://hagiangopentour.com/du-lich-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/du-lich-ha-giang.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:46	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:34%20GMT	https://hagiangopentour.com/tour-moc-chau.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-moc-chau.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:47	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:35%20GMT	https://hagiangopentour.com/tour-sapa.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-sapa.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:48	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:36%20GMT	https://hagiangopentour.com/tour-ninh-binh.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ninh-binh.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:49	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:37%20GMT	https://hagiangopentour.com/tour-ha-long.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-long.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:50	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:38%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phib6f4.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:51	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:39%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phid055.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:52	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:40%20GMT	https://hagiangopentour.com/tour-hoang-su-phi-ha-giang-quan-ba-dong-van-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-hoang-su-phi-ha-giang-quan-ba-dong-van-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:53	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:41%20GMT	https://hagiangopentour.com/tour-hoang-su-phi-ha-giang-quan-ba-dong-van-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-hoang-su-phi-ha-giang-quan-ba-dong-van-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:54	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:42%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-3-ngay-2-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-3-ngay-2-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:55	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:43%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-3-ngay-2-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-3-ngay-2-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:56	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:44%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-3-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-3-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:57	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:45%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-3-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-3-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:58	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:46%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-1-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-1-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:15:59	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:47%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-1-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-ngay-1-dem.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:00	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:48%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phib6f4.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:01	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:49%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phid055.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:02	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:50%20GMT	https://hagiangopentour.com/chinh-sach-bao-mat.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-bao-mat.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:03	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:51%20GMT	https://hagiangopentour.com/hinh-thuc-thanh-toan.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/hinh-thuc-thanh-toan.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:04	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:52%20GMT	https://hagiangopentour.com/chinh-sach-dat-huy-ve.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-dat-huy-ve.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:05	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:53%20GMT	https://hagiangopentour.com/kinh-nghiem-du-lich.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/kinh-nghiem-du-lich.html	(from https://hagiangopentour.com/tour-ha-giang-hoang-su-phi.html)
10:16:06	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:54%20GMT	https://hagiangopentour.com/du-lich-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/du-lich-ha-giang.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:07	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:55%20GMT	https://hagiangopentour.com/tour-moc-chau.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-moc-chau.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:08	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:56%20GMT	https://hagiangopentour.com/tour-sapa.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-sapa.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:09	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:57%20GMT	https://hagiangopentour.com/tour-ninh-binh.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ninh-binh.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:10	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:58%20GMT	https://hagiangopentour.com/tour-ha-long.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-long.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:11	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:12:59%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-beb6f4.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:12	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:00%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-bed055.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:13	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:01%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-4-ngay-3-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-4-ngay-3-dem.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:14	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:02%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-4-ngay-3-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-4-ngay-3-dem.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:15	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:03%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:16	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:04%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-thac-ban-gioc-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:17	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:05%20GMT	https://hagiangopentour.com/tour-ha-giang-thac-ban-gioc-ho-ba-be-6-ngay-5-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-thac-ban-gioc-ho-ba-be-6-ngay-5-dem.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:18	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:06%20GMT	https://hagiangopentour.com/tour-ha-giang-thac-ban-gioc-ho-ba-be-6-ngay-5-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-thac-ban-gioc-ho-ba-be-6-ngay-5-dem.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:19	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-noi-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-noi-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.19d.delayed	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:19	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-noi-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-noi-ha-giang-thac-ban-gioc-ho-ba-be-5-ngay-4-dem.19e.delayed	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:19	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:07%20GMT	https://hagiangopentour.com/tour-ha-giang-5-ngay-4-dem-thac-ban-gioc-ho-ba-be-ghep-doan.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-5-ngay-4-dem-thac-ban-gioc-ho-ba-be-ghep-doan.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:20	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:08%20GMT	https://hagiangopentour.com/tour-ha-giang-5-ngay-4-dem-thac-ban-gioc-ho-ba-be-ghep-doan.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-5-ngay-4-dem-thac-ban-gioc-ho-ba-be-ghep-doan.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:21	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:09%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-beb6f4.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:22	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:10%20GMT	https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-bed055.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:23	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:11%20GMT	https://hagiangopentour.com/chinh-sach-bao-mat.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-bao-mat.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:24	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:12%20GMT	https://hagiangopentour.com/hinh-thuc-thanh-toan.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/hinh-thuc-thanh-toan.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:25	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:13%20GMT	https://hagiangopentour.com/chinh-sach-dat-huy-ve.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-dat-huy-ve.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:26	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:14%20GMT	https://hagiangopentour.com/kinh-nghiem-du-lich.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/kinh-nghiem-du-lich.html	(from https://hagiangopentour.com/tour-ha-giang-cao-bang-ban-gioc-ba-be.html)
10:16:27	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:15%20GMT	https://hagiangopentour.com/du-lich-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/du-lich-ha-giang.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:28	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:16%20GMT	https://hagiangopentour.com/tour-moc-chau.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-moc-chau.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:29	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:17%20GMT	https://hagiangopentour.com/tour-sapa.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-sapa.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:30	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:18%20GMT	https://hagiangopentour.com/tour-ninh-binh.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ninh-binh.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:31	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:19%20GMT	https://hagiangopentour.com/tour-ha-long.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-long.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:20%20GMT	https://hagiangopentour.com/tour-ha-giang-sapa.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-sapab6f4.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:33	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:21%20GMT	https://hagiangopentour.com/tour-ha-giang-sapa.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-sapad055.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:34	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:22%20GMT	https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:35	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:23%20GMT	https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:36	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:24%20GMT	https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-o-quy-ho-6-ngay-5-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-o-quy-ho-6-ngay-5-dem.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:37	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:25%20GMT	https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-o-quy-ho-6-ngay-5-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-o-quy-ho-6-ngay-5-dem.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:38	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.1b2.delayed	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:38	0/-1	---M--	307	error ('')			https://hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-dong-van-sapa-fansipan-4dem-4-ngay.1b3.delayed	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:38	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:26%20GMT	https://hagiangopentour.com/tour-du-lich-ha-noi-city-ha-giang-sapa-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-du-lich-ha-noi-city-ha-giang-sapa-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:39	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:27%20GMT	https://hagiangopentour.com/tour-du-lich-ha-noi-city-ha-giang-sapa-5-ngay-4-dem.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-du-lich-ha-noi-city-ha-giang-sapa-5-ngay-4-dem.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:40	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:28%20GMT	https://hagiangopentour.com/tour-ha-giang-sapa.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-sapab6f4.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:41	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:29%20GMT	https://hagiangopentour.com/tour-ha-giang-sapa.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-sapad055.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:42	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:30%20GMT	https://hagiangopentour.com/chinh-sach-bao-mat.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-bao-mat.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:31%20GMT	https://hagiangopentour.com/hinh-thuc-thanh-toan.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/hinh-thuc-thanh-toan.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:44	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:32%20GMT	https://hagiangopentour.com/chinh-sach-dat-huy-ve.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/chinh-sach-dat-huy-ve.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
10:16:45	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2011%20Jan%202024%2003:13:33%20GMT	https://hagiangopentour.com/kinh-nghiem-du-lich.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/kinh-nghiem-du-lich.html	(from https://hagiangopentour.com/tour-ha-giang-sapa.html)
